Date,Wilayah,Lokasi,Engine,Irigator,Jenis Irigator,Plan Time,Luas Siram,Kecepatan Rata-rata,Tebal Siram,Prepare Time,Operating Time,Waiting Time,Repair,Down Time,Standby,Off Time,Tot. Oper. Time,Total Avail,Total Time,% Availability,% Utilization,Air,Solar Terpakai (ltr),Biaya Solar (Std),Biaya Upah,Biaya Alat,Biaya Total,Rp/Ha,Ha/Hari,Ha/Jam,Solar Ltr/jam,Solar Ltr/Ha,Jenis Engine
31-Agu,AW12,156A2,SPC0137,ITI0084,ITI,"10,08","1,68","40,00","18,00","1,00","6,00","0,00","0,00","0,00","0,00","4,00","7,00","11,00","11,00","100,00","85,71","300,00",58,Rp1.399.344,Rp285.948,Rp984.768,Rp2.670.060,Rp1.589.321,"1,68","0,28","9,67","34,52",SPC
31-Agu,AW12,156C,SPC0116,ITI0111,ITI,"22,00","4,16","30,00","20,00","2,00","16,00","2,00","0,00","0,00","4,00","0,00","18,00","24,00","24,00","100,00","66,67","693,00",160,Rp3.731.584,Rp806.350,Rp2.626.048,Rp7.163.982,Rp1.722.111,"4,16","0,26","10,00","38,46",SPC
31-Agu,AW12,146A,SPC0218,ITI0153,ITI,"10,08","1,68","40,00","18,00","1,00","6,00","0,00","0,00","0,00","0,00","4,00","7,00","11,00","11,00","100,00","85,71","300,00",50,Rp1.399.344,Rp285.948,Rp984.768,Rp2.670.060,Rp1.589.321,"1,68","0,28","8,33","29,76",SPC
31-Agu,AW12,146H,SPC0218,ITI0153,ITI,"10,08","0,84","40,00","18,00","1,00","3,00","0,00","0,00","0,00","0,00","7,00","4,00","11,00","11,00","100,00","75,00","150,00",20,Rp699.672,Rp404.856,Rp492.384,Rp1.596.912,Rp1.901.086,"0,84","0,28","6,67","23,81",SPC
31-Agu,AW12,157G2,SPC0144,ITI0158,ITI,"22,00","3,86","40,00","20,00","2,00","15,00","3,00","0,00","0,00","4,00","0,00","17,00","24,00","24,00","100,00","62,50","539,00",182,Rp3.498.360,Rp751.069,Rp2.461.920,Rp6.711.349,Rp1.738.691,"3,86","0,26","12,13","47,15",SPC
31-Agu,AW12,155E3,SPC0126,ITI0180,ITI,"22,00","4,70","30,00","22,00","2,00","18,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","90,00","845,00",170,Rp4.198.032,Rp830.470,Rp2.954.304,Rp7.982.806,Rp1.698.469,"4,70","0,26","9,44","36,17",SPC
31-Agu,AW12,157B,SPC0090,ITI0291,ITI,"11,00","2,20","40,00","19,00","1,00","7,00","1,00","0,00","0,00","0,00","3,00","8,00","12,00","12,00","100,00","77,78","280,00",65,Rp1.632.568,Rp297.960,Rp1.148.896,Rp3.079.424,Rp1.399.738,"2,20","0,31","9,29","29,55",SPC
31-Agu,AW12,157K,SPC0090,ITI0291,ITI,"11,00","2,50","30,00","20,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","400,00",95,Rp2.332.240,Rp506.210,Rp1.641.280,Rp4.479.730,Rp1.791.892,"2,50","0,25","9,50","38,00",SPC
31-Agu,AW13,189A,DED0025,BTI0026,BTI,"11,00","1,65","40,00","20,00","1,00","6,00","1,00","0,00","0,00","0,00","4,00","7,00","12,00","12,00","100,00","75,00","194,00",42,Rp969.864,Rp285.256,Rp796.464,Rp2.051.584,Rp1.243.384,"1,65","0,28","7,00","25,45",DED
31-Agu,AW13,189C,DED0025,BTI0026,BTI,"11,00","2,95","40,00","20,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","474,00",94,Rp1.778.084,Rp490.629,Rp1.460.184,Rp3.728.897,Rp1.264.033,"2,95","0,27","8,55","31,86",DED
31-Agu,AW13,160D,SPC0160,BTI0036,BTI,"20,17","3,70","30,00","20,00","2,00","15,00","1,00","0,00","0,00","0,00","4,00","17,00","22,00","22,00","100,00","83,33","415,00",120,Rp3.498.360,Rp778.142,Rp2.461.920,Rp6.738.422,Rp1.821.195,"3,70","0,25","8,00","32,43",SPC
31-Agu,AW13,160C,SPC0128,BTI0043,BTI,"22,00","4,35","40,00","20,00","3,00","16,00","1,00","0,00","0,00","0,00","4,00","19,00","24,00","24,00","100,00","80,00","668,00",145,Rp3.731.584,Rp770.986,Rp2.626.048,Rp7.128.618,Rp1.638.763,"4,35","0,27","9,06","33,33",SPC
31-Agu,AW13,183E,DEC0026,ITI0240,ITI,"22,00","3,71","40,00","22,00","5,00","15,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","75,00","570,00",153,Rp2.941.800,Rp747.603,Rp1.889.955,Rp5.579.358,Rp1.503.870,"3,71","0,25","10,20","41,24",DEC
31-Agu,AW13,158K,DED0021,ITI0035,ITI,"22,00","4,25","30,00","20,00","2,00","18,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","90,00","845,00",205,Rp2.909.592,Rp808.654,Rp2.389.392,Rp6.107.638,Rp1.437.091,"4,25","0,24","11,39","48,24",DED
31-Agu,AW13,156B1,DED0022,ITI0037,ITI,"10,08","1,60","40,00","18,00","1,00","5,00","1,00","0,00","0,00","0,00","4,00","6,00","11,00","11,00","100,00","71,43","236,00",40,Rp808.220,Rp284.100,Rp663.720,Rp1.756.040,Rp1.097.525,"1,60","0,32","8,00","25,00",DED
31-Agu,AW13,158C,DED0022,ITI0037,ITI,"11,00","2,85","40,00","18,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","521,00",100,Rp1.616.440,Rp486.564,Rp1.327.440,Rp3.430.444,Rp1.203.665,"2,85","0,29","10,00","35,09",DED
31-Agu,AW13,154K,DED0026,ITI0242,ITI,"22,00","3,70","30,00","20,00","1,00","17,00","0,00","0,00","0,00","4,00","2,00","18,00","24,00","24,00","100,00","77,27","850,00",170,Rp2.747.948,Rp787.970,Rp2.256.648,Rp5.792.566,Rp1.565.558,"3,70","0,22","10,00","45,95",DED
31-Agu,AW13,190B,DEM0008,ITI0287,ITI,"22,00","4,20","40,00","22,00","3,00","17,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","85,00","701,00",153,Rp1.773.831,Rp757.870,Rp1.873.961,Rp4.405.662,Rp1.048.967,"4,20","0,25","9,00","36,43",DEM
31-Agu,AW13,190A,SPC0100,ITI0038,ITI,"22,00","3,86","40,00","22,00","4,00","16,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","80,00","660,00",145,Rp3.731.584,Rp753.175,Rp2.626.048,Rp7.110.807,Rp1.842.178,"3,86","0,24","9,06","37,56",SPC
31-Agu,AW13,148B,SPC0092,ITI0117,ITI,"20,17","3,20","30,00","20,00","1,00","15,00","0,00","0,00","0,00","4,00","2,00","16,00","22,00","22,00","100,00","75,00","600,00",133,Rp3.498.360,Rp772.570,Rp2.461.920,Rp6.732.850,Rp2.104.016,"3,20","0,21","8,87","41,56",SPC
31-Agu,AW13,158S,SPC0065,ITI0118,ITI,"11,00","2,80","40,00","18,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","430,00",80,Rp2.565.464,Rp484.530,Rp1.805.408,Rp4.855.402,Rp1.734.072,"2,80","0,25","7,27","28,57",SPC
31-Agu,AW13,158F,SPC0065,ITI0118,ITI,"11,00","2,00","40,00","18,00","1,00","7,00","0,00","0,00","0,00","0,00","4,00","8,00","12,00","12,00","100,00","87,50","240,00",60,Rp1.632.568,Rp293.340,Rp1.148.896,Rp3.074.804,Rp1.537.402,"2,00","0,29","8,57","30,00",SPC
31-Agu,AW13,154E,SPC0189,ITI0119,ITI,"22,00","4,22","30,00","17,50","2,00","18,00","1,00","0,00","0,00","0,00","3,00","20,00","24,00","24,00","100,00","85,71","638,00",200,Rp4.198.032,Rp800.476,Rp2.954.304,Rp7.952.812,Rp1.884.553,"4,22","0,23","11,11","47,39",SPC
31-Agu,AW13,154B,SPC0101,ITI0159,ITI,"22,00","5,00","40,00","18,00","2,00","19,00","0,00","0,00","0,00","0,00","3,00","21,00","24,00","24,00","100,00","90,48","719,00",158,Rp4.431.256,Rp782.490,Rp3.118.432,Rp8.332.178,Rp1.666.436,"5,00","0,26","8,32","31,60",SPC
31-Agu,AW13,149C,SPC0091,ITI0198,ITI,"22,00","4,21","30,00","20,00","2,00","18,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","90,00","688,00",132,Rp4.198.032,Rp806.252,Rp2.954.304,Rp7.958.588,Rp1.890.401,"4,21","0,23","7,33","31,35",SPC
31-Agu,AW14,161H,DEC0027,BTI0030,BTI,"22,00","4,62","40,00","22,00","2,00","16,00","3,00","0,00","0,00","0,00","3,00","18,00","24,00","24,00","100,00","76,19","480,00",111,Rp3.137.920,Rp777.222,Rp2.015.952,Rp5.931.094,Rp1.283.787,"4,62","0,29","6,94","24,03",DEC
31-Agu,AW14,153B,SPC0161,BTI0063,BTI,"22,00","4,62","40,00","22,00","3,00","16,00","2,00","0,00","0,00","0,00","3,00","19,00","24,00","24,00","100,00","76,19","670,00",127,Rp3.731.584,Rp777.222,Rp2.626.048,Rp7.134.854,Rp1.544.341,"4,62","0,29","7,94","27,49",SPC
31-Agu,AW14,161B,DED0020,BTI0069,BTI,"22,00","4,20","40,00","14,50","4,00","15,00","1,00","0,00","0,00","4,00","0,00","19,00","24,00","24,00","100,00","62,50","610,00",156,Rp2.424.660,Rp759.096,Rp1.991.160,Rp5.174.916,Rp1.232.123,"4,20","0,28","10,41","37,19",DED
31-Agu,AW14,162R,DEC0025,ITI0029,ITI,"22,00","4,90","40,00","15,00","2,00","18,00","1,00","0,00","0,00","3,00","0,00","20,00","24,00","24,00","100,00","75,00","638,00",168,Rp3.530.160,Rp780.180,Rp2.267.946,Rp6.578.286,Rp1.342.507,"4,90","0,27","9,33","34,29",DEC
31-Agu,AW14,162O,DEC0029,ITI0168,ITI,"22,00","4,30","40,00","15,00","2,00","16,00","2,00","0,00","0,00","0,00","4,00","18,00","24,00","24,00","100,00","80,00","670,00",143,Rp3.137.920,Rp773.010,Rp2.015.952,Rp5.926.882,Rp1.378.345,"4,30","0,27","8,94","33,26",DEC
31-Agu,AW14,162I,DED0013,ITI0080,ITI,"22,00","3,93","40,00","12,50","1,50","17,00","1,50","0,00","0,00","0,00","4,00","18,50","24,00","24,00","100,00","85,00","490,00",182,Rp2.747.948,Rp759.934,Rp2.256.648,Rp5.764.530,Rp1.466.802,"3,93","0,23","10,71","46,31",DED
31-Agu,AW14,165C,DED0024,ITI0288,ITI,"22,00","4,57","40,00","20,00","2,00","17,00","1,00","0,00","0,00","0,00","4,00","19,00","24,00","24,00","100,00","85,00","627,00",148,Rp2.747.948,Rp768.522,Rp2.256.648,Rp5.773.118,Rp1.263.264,"4,57","0,27","8,70","32,36",DED
31-Agu,AW14,163N,DEM0046,ITI0274,ITI,"22,00","4,20","40,00","15,00","2,00","15,00","0,00","3,00","0,00","4,00","0,00","17,00","21,00","24,00","87,50","71,43","590,00",146,Rp1.565.145,Rp767.520,Rp1.653.495,Rp3.986.160,Rp949.086,"4,20","0,28","9,73","34,76",DEM
31-Agu,AW14,165E2,SPE0022,ITI0008,ITI,"22,00","3,85","40,00","15,50","2,00","15,00","3,00","0,00","0,00","0,00","4,00","17,00","24,00","24,00","100,00","75,00","613,00",0,Rp2.400,Rp749.784,Rp4.596.120,Rp5.348.304,Rp1.389.170,"3,85","0,26","0,00","0,00",SPE
31-Agu,AW14,151A,SPC0226,ITI0031,ITI,"22,00","3,09","40,00","21,00","4,00","15,00","0,00","0,00","0,00","0,00","5,00","19,00","24,00","24,00","100,00","78,95","640,00",118,Rp3.498.360,Rp722.224,Rp2.461.920,Rp6.682.504,Rp2.162.623,"3,09","0,21","7,87","38,19",SPC
31-Agu,AW14,152A,SPC0224,ITI0115,ITI,"22,00","4,05","40,00","17,00","1,00","16,00","2,00","0,00","0,00","0,00","5,00","17,00","24,00","24,00","100,00","84,21","526,00",154,Rp3.731.584,Rp763.179,Rp2.626.048,Rp7.120.811,Rp1.758.225,"4,05","0,25","9,63","38,02",SPC
31-Agu,AW14,162L,SPC0191,ITI0184,ITI,"22,00","4,62","40,00","22,00","2,00","16,00","3,00","0,00","0,00","0,00","3,00","18,00","24,00","24,00","100,00","76,19","640,00",119,Rp3.731.584,Rp777.222,Rp2.626.048,Rp7.134.854,Rp1.544.341,"4,62","0,29","7,42","25,70",SPC
31-Agu,AW14,165I,SPC0089,ITI0196,ITI,"22,00","4,21","40,00","18,00","2,00","15,00","3,00","0,00","0,00","0,00","4,00","17,00","24,00","24,00","100,00","75,00","581,00",109,Rp3.498.360,Rp755.467,Rp2.461.920,Rp6.715.747,Rp1.595.189,"4,21","0,28","7,27","25,89",SPC
31-Agu,AW14,182G,SPC0225,ITI0239,ITI,"22,00","4,05","40,00","17,00","1,00","16,00","2,00","0,00","0,00","0,00","5,00","17,00","24,00","24,00","100,00","84,21","796,00",105,Rp3.731.584,Rp763.179,Rp2.626.048,Rp7.120.811,Rp1.758.225,"4,05","0,25","6,56","25,93",SPC
31-Agu,AW15,174B2,DEC0038,BTI0034,BTI,"11,00","1,64","30,00","13,00","1,00","7,00","0,00","0,00","0,00","0,00","4,00","8,00","12,00","12,00","100,00","87,50","240,00",51,Rp1.372.840,Rp310.772,Rp881.979,Rp2.565.591,Rp1.564.385,"1,64","0,23","7,28","31,07",DEC
31-Agu,AW15,174B2,DEC0038,BTI0061,BTI,"11,00","2,68","30,00","13,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","400,00",127,Rp2.157.320,Rp515.966,Rp1.385.967,Rp4.059.253,Rp1.514.647,"2,68","0,24","11,58","47,54",DEC
31-Agu,AW15,176B,DEC0036,ITI0167,ITI,"22,00","3,90","30,00","15,00","2,00","17,00","1,00","0,00","0,00","0,00","4,00","19,00","24,00","24,00","100,00","85,00","600,00",169,Rp3.334.040,Rp794.130,Rp2.141.950,Rp6.270.120,Rp1.607.723,"3,90","0,23","9,94","43,33",DEC
31-Agu,AW15,170D7,DED0016,ITI0020,ITI,"22,00","4,26","30,00","13,00","2,00","18,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","90,00","626,00",188,Rp2.909.592,Rp824.718,Rp2.389.392,Rp6.123.702,Rp1.437.489,"4,26","0,24","10,47","44,24",DED
31-Agu,AW15,169K,DEM0036,ITI0289,ITI,"11,00","2,53","30,00","16,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","430,00",127,Rp1.147.773,Rp507.836,Rp1.212.563,Rp2.868.172,Rp1.133.665,"2,53","0,23","11,53","50,13",DEM
31-Agu,AW15,169B,DEM0036,ITI0289,ITI,"11,00","1,60","30,00","22,00","1,00","7,00","0,00","0,00","0,00","0,00","4,00","8,00","12,00","12,00","100,00","87,50","360,00",75,Rp730.401,Rp296.420,Rp771.631,Rp1.798.452,Rp1.124.033,"1,60","0,23","10,72","46,89",DEM
31-Agu,AW15,171B2,DEM0072,ITI0116,ITI,"22,00","5,00","30,00","13,50","0,50","19,00","0,50","0,00","0,00","0,00","4,00","19,50","24,00","24,00","100,00","95,00","626,00",162,Rp1.982.517,Rp821.638,Rp2.094.427,Rp4.898.582,Rp979.716,"5,00","0,26","8,53","32,40",DEM
31-Agu,AW15,172B,SPC0143,ITI0013,ITI,"22,00","4,04","30,00","15,00","1,50","18,00","0,50","0,00","0,00","0,00","4,00","19,50","24,00","24,00","100,00","90,00","620,00",145,Rp4.198.032,Rp800.782,Rp2.954.304,Rp7.953.118,Rp1.968.594,"4,04","0,22","8,07","35,94",SPC
31-Agu,AW15,169A,SPC0127,ITI0120,ITI,"11,00","1,50","30,00","16,00","1,00","10,00","0,00","0,00","0,00","0,00","1,00","11,00","12,00","12,00","100,00","90,91","400,00",90,Rp2.332.240,Rp668.280,Rp1.641.280,Rp4.641.800,Rp3.094.533,"1,50","0,15","8,96","59,73",SPC
31-Agu,AW15,169M,SPC0127,ITI0120,ITI,"11,00","1,76","30,00","17,00","1,00","8,00","0,00","0,00","0,00","0,00","3,00","9,00","12,00","12,00","100,00","88,89","300,00",43,Rp1.865.792,Rp315.428,Rp1.313.024,Rp3.494.244,Rp1.985.366,"1,76","0,22","5,35","24,32",SPC
31-Agu,AW15,168H,SPC0190,ITI0145,ITI,"22,00","5,12","40,00","16,00","2,00","18,00","0,00","0,00","0,00","4,00","0,00","20,00","24,00","24,00","100,00","75,00","820,00",117,Rp4.198.032,Rp788.248,Rp2.954.304,Rp7.940.584,Rp1.550.895,"5,12","0,28","6,50","22,85",SPC
31-Agu,AW15,166A,SPC0159,ITI0157,ITI,"11,00","2,85","30,00","19,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","553,00",97,Rp2.565.464,Rp525.180,Rp1.805.408,Rp4.896.052,Rp1.717.913,"2,85","0,26","8,82","34,04",SPC
31-Agu,AW15,166F,SPC0159,ITI0157,ITI,"11,00","1,00","30,00","11,00","5,00","3,00","0,00","0,00","0,00","4,00","0,00","8,00","12,00","12,00","100,00","25,00","114,00",33,Rp699.672,Rp277.940,Rp492.384,Rp1.469.996,Rp1.469.996,"1,00","0,33","11,00","33,00",SPC
31-Agu,AW15,174E1,SPC0208,ITI0182,ITI,"22,00","3,89","30,00","17,00","2,00","17,00","0,00","0,00","0,00","0,00","5,00","19,00","24,00","24,00","100,00","89,47","690,00",158,Rp3.964.808,Rp802.662,Rp2.790.176,Rp7.557.646,Rp1.942.840,"3,89","0,23","9,29","40,61",SPC
31-Agu,AW15,168A2,SPC0158,ITI0183,ITI,"11,00","2,50","30,00","21,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","620,00",87,Rp2.565.464,Rp506.210,Rp1.805.408,Rp4.877.082,Rp1.950.833,"2,50","0,23","7,91","34,80",SPC
31-Agu,AW15,171B3,SPC0102,ITI0235,ITI,"11,00","1,61","30,00","19,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","512,00",71,Rp2.565.464,Rp512.172,Rp1.805.408,Rp4.883.044,Rp3.032.947,"1,61","0,15","6,48","44,27",SPC
31-Agu,AW15,171A,SPC0102,ITI0235,ITI,"11,00","1,58","30,00","15,00","1,00","7,00","0,00","0,00","0,00","0,00","4,00","8,00","12,00","12,00","100,00","87,50","245,00",51,Rp1.632.568,Rp295.804,Rp1.148.896,Rp3.077.268,Rp1.947.638,"1,58","0,23","7,29","32,28",SPC
1-Sep,AW08,303J,DEM0035,BTI0056,BTI,"22,00","3,28","30,00","19,00","2,50","16,00","1,50","0,00","0,00","0,00","4,00","18,50","24,00","24,00","100,00","80,00","637,00",187,Rp1.669.488,Rp776.376,Rp1.763.728,Rp4.209.592,Rp1.283.412,"3,28","0,21","11,69","57,01",DEM
1-Sep,AW08,302B1,DEC0037,ITI0186,ITI,"22,00","3,21","30,00","20,00","1,00","18,00","1,00","0,00","0,00","4,00","0,00","19,00","24,00","24,00","100,00","75,00","650,00",167,Rp3.530.160,Rp763.752,Rp2.267.946,Rp6.561.858,Rp2.044.193,"3,21","0,18","9,28","52,02",DEC
1-Sep,AW08,301C1,DED0012,ITI0109,ITI,"11,00","1,70","30,00","11,00","0,00","8,00","0,00","0,00","0,00","0,00","4,00","8,00","12,00","12,00","100,00","100,00","276,00",65,Rp1.293.152,Rp313.100,Rp1.061.952,Rp2.668.204,Rp1.569.532,"1,70","0,21","8,13","38,24",DED
1-Sep,AW08,303K,DED0014,ITI0112,ITI,"11,00","2,31","30,00","18,00","0,50","11,00","0,50","0,00","0,00","0,00","0,00","11,50","12,00","12,00","100,00","91,67","420,00",130,Rp1.778.084,Rp495.912,Rp1.460.184,Rp3.734.180,Rp1.616.528,"2,31","0,21","11,82","56,28",DED
1-Sep,AW08,303B1,DED0014,ITI0112,ITI,"11,00","1,47","30,00","20,00","1,00","7,00","1,00","0,00","0,00","0,00","3,00","8,00","12,00","12,00","100,00","77,78","300,00",80,Rp1.131.508,Rp304.176,Rp929.208,Rp2.364.892,Rp1.608.770,"1,47","0,21","11,43","54,42",DED
1-Sep,AW08,303M,DED0017,ITI0026,ITI,"22,00","3,45","30,00","20,50","2,50","17,00","0,50","0,00","0,00","0,00","4,00","19,50","24,00","24,00","100,00","85,00","730,00",220,Rp2.747.948,Rp781.204,Rp2.256.648,Rp5.785.800,Rp1.677.043,"3,45","0,20","12,94","63,77",DED
1-Sep,AW08,103A1,DEM0073,ITI0144,ITI,"11,00","2,10","30,00","27,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","580,00",120,Rp1.147.773,Rp467.730,Rp1.212.563,Rp2.828.066,Rp1.346.698,"2,10","0,19","10,91","57,14",DEM
1-Sep,AW08,103A2,DEM0073,ITI0144,ITI,"11,00","2,00","30,00","18,00","1,00","7,00","0,00","0,00","0,00","0,00","4,00","8,00","12,00","12,00","100,00","87,50","360,00",80,Rp730.401,Rp324.740,Rp771.631,Rp1.826.772,Rp913.386,"2,00","0,29","11,43","40,00",DEM
1-Sep,AW08,101C1S,SPC0219,ITI0078,ITI,"11,00","1,50","30,00","20,00","1,00","7,00","0,00","0,00","0,00","0,00","4,00","8,00","12,00","12,00","100,00","87,50","310,00",52,Rp1.632.568,Rp305.340,Rp1.148.896,Rp3.086.804,Rp2.057.869,"1,50","0,21","7,43","34,67",SPC
1-Sep,AW08,101B,SPC0219,ITI0078,ITI,"11,00","1,93","30,00","20,00","2,00","9,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","75,00","400,00",67,Rp2.099.016,Rp459.876,Rp1.477.152,Rp4.036.044,Rp2.091.215,"1,93","0,21","7,44","34,72",SPC
1-Sep,AW08,101D,SPC0154,ITI0113,ITI,"22,00","3,80","30,00","23,00","1,50","18,00","0,50","0,00","0,00","0,00","4,00","19,50","24,00","24,00","100,00","90,00","871,00",163,Rp5.609.268,Rp800.710,Rp3.806.262,Rp10.216.240,Rp2.688.484,"3,80","0,21","9,06","42,89",SPC
1-Sep,AW08,108D,SPC0192,ITI0156,ITI,"20,17","4,20","30,00","18,00","0,00","18,00","0,00","0,00","0,00","0,00","4,00","18,00","22,00","22,00","100,00","100,00","770,00",119,Rp4.198.032,Rp814.690,Rp2.954.304,Rp7.967.026,Rp1.896.911,"4,20","0,23","6,61","28,33",SPC
1-Sep,AW08,111A,SPE0002,ITI0199,ITI,"22,00","2,42","30,00","19,50","1,00","11,00","8,00","0,00","0,00","0,00","4,00","12,00","24,00","24,00","100,00","55,00","468,00",0,Rp1.760,Rp722.526,Rp856.383,Rp1.580.669,Rp653.169,"2,42","0,22","0,00","0,00",SPE
1-Sep,AW08,102G,SPC0195,ITI0200,ITI,"11,00","1,59","30,00","16,00","1,00","6,00","1,00","0,00","0,00","0,00","4,00","7,00","12,00","12,00","100,00","75,00","259,00",37,Rp1.399.344,Rp305.340,Rp984.768,Rp2.689.452,Rp1.691.479,"1,59","0,27","6,17","23,27",SPC
1-Sep,AW08,102F,SPC0195,ITI0200,ITI,"11,00","2,40","30,00","23,00","0,50","11,00","0,50","0,00","0,00","0,00","0,00","11,50","12,00","12,00","100,00","91,67","578,00",83,Rp2.565.464,Rp500.790,Rp1.805.408,Rp4.871.662,Rp2.029.859,"2,40","0,22","7,55","34,58",SPC
1-Sep,AW08,111F2,SPC0193,ITI0230,ITI,"10,08","1,33","30,00","19,00","0,00","7,00","0,00","0,00","0,00","0,00","4,00","7,00","11,00","11,00","100,00","100,00","255,00",60,Rp1.632.568,Rp288.104,Rp1.148.896,Rp3.069.568,Rp2.307.946,"1,33","0,19","8,57","45,11",SPC
1-Sep,AW08,117C,SPC0193,ITI0230,ITI,"10,54","1,67","30,00","19,00","1,50","10,00","0,00","0,00","0,00","0,00","0,00","11,50","11,50","11,50","100,00","86,96","320,00",70,Rp2.332.240,Rp461.224,Rp1.641.280,Rp4.434.744,Rp2.655.535,"1,67","0,17","7,00","41,92",SPC
1-Sep,AW09,118F1,DEM0032,ITI0187,ITI,"22,00","2,66","30,00","18,00","3,50","15,00","1,50","0,00","0,00","0,00","4,00","18,50","24,00","24,00","100,00","75,00","490,00",155,Rp1.565.145,Rp743.542,Rp1.653.495,Rp3.962.182,Rp1.489.542,"2,66","0,18","10,33","58,27",DEM
1-Sep,AW09,119I,SPC0125,ITI0002,ITI,"18,33","1,82","30,00","20,00","2,00","13,00","1,00","0,00","0,00","0,00","4,00","15,00","20,00","20,00","100,00","81,25","622,00",120,Rp3.031.912,Rp709.638,Rp2.133.664,Rp5.875.214,Rp3.228.140,"1,82","0,14","9,23","65,93",SPC
1-Sep,AW09,119A,SPC0096,ITI0025,ITI,"18,33","3,95","30,00","20,00","3,00","17,00","0,00","0,00","0,00","0,00","0,00","20,00","20,00","20,00","100,00","85,00","710,00",141,Rp3.964.808,Rp803.838,Rp2.790.180,Rp7.558.826,Rp1.913.627,"3,95","0,23","8,29","35,70",SPC
1-Sep,AW09,118D,SPC0194,ITI0032,ITI,"22,00","3,36","30,00","22,50","2,00","16,00","2,00","0,00","0,00","0,00","4,00","18,00","24,00","24,00","100,00","80,00","770,00",140,Rp3.731.584,Rp780.558,Rp2.626.048,Rp7.138.190,Rp2.124.461,"3,36","0,21","8,75","41,67",SPC
1-Sep,AW09,115B,SPE0010,ITI0081,ITI,"21,08","1,46","30,00","22,00","2,00","9,00","2,00","7,00","0,00","0,00","3,00","11,00","16,00","23,00","69,57","69,23","390,00",0,Rp1.440,Rp814.137,Rp700.677,Rp1.516.254,Rp1.038.530,"1,46","0,16","0,00","0,00",SPE
1-Sep,AW09,115D,SPC0156,ITI0110,ITI,"22,00","2,73","40,00","15,00","1,50","13,00","5,50","0,00","0,00","0,00","4,00","14,50","24,00","24,00","100,00","65,00","680,00",97,Rp3.031.912,Rp710.398,Rp2.133.664,Rp5.875.974,Rp2.152.371,"2,73","0,21","7,46","35,53",SPC
1-Sep,AW09,118B,SPC0139,ITI0138,ITI,"22,00","3,57","30,00","15,00","1,50","17,00","1,50","0,00","0,00","0,00","4,00","18,50","24,00","24,00","100,00","85,00","680,00",161,Rp3.964.808,Rp776.946,Rp2.790.176,Rp7.531.930,Rp2.109.784,"3,57","0,21","9,47","45,10",SPC
1-Sep,AW09,119F,SPC0097,ITI0140,ITI,"18,33","4,50","30,00","20,00","1,00","19,00","0,00","0,00","0,00","0,00","0,00","20,00","20,00","20,00","100,00","95,00","760,00",135,Rp4.431.256,Rp832.490,Rp3.118.432,Rp8.382.178,Rp1.862.706,"4,50","0,24","7,11","30,00",SPC
1-Sep,AW09,107C,SPE0018,ITI0154,ITI,"22,00","2,33","40,00","16,00","1,50","8,00","1,00","0,00","0,00","9,50","4,00","9,50","24,00","24,00","100,00","40,00","410,00",0,Rp1.280,Rp687.430,Rp622.825,Rp1.311.535,Rp562.891,"2,33","0,29","0,00","0,00",SPE
1-Sep,AW09,106H,SPC0018,ITI0185,ITI,"22,00","3,75","30,00","22,50","2,00","18,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","90,00","870,00",163,Rp5.609.268,Rp797.230,Rp3.806.262,Rp10.212.760,Rp2.723.403,"3,75","0,21","9,06","43,47",SPC
1-Sep,AW09,106E,SPC0157,ITI0231,ITI,"11,00","1,72","30,00","14,00","0,50","8,00","0,00","0,00","0,00","0,00","3,50","8,50","12,00","12,00","100,00","94,12","250,00",68,Rp1.865.792,Rp313.876,Rp1.313.024,Rp3.492.692,Rp2.030.635,"1,72","0,22","8,50","39,53",SPC
