Date,Wilayah,Lokasi,Engine,Irigator,Jenis Irigator,Plan Time,Luas Siram,Kecepatan Rata-rata,Tebal Siram,Prepare Time,Operating Time,Waiting Time,Repair,Down Time,Standby,Off Time,Tot. Oper. Time,Total Avail,Total Time,% Availability,% Utilization,Air,Solar Terpakai (ltr),Biaya Solar (Std),Biaya Upah,Biaya Alat,Biaya Total,Rp/Ha,Ha/Hari,Ha/Jam,Solar Ltr/jam,Solar Ltr/Ha,Jenis Engine
21-Jun,AW14,182E,SPC0225,ITI0239,ITI,"10,08","2,88","30,00","18,00","1,00","9,00","1,00","0,00","0,00","0,00","0,00","10,00","11,00","11,00","100,00","81,82","334,00",52,Rp2.099.016,Rp448.972,Rp1.477.152,Rp4.025.140,Rp1.397.618,"2,88","0,32","5,78","18,06",SPC
21-Jun,AW15,174B,DEC0038,BTI0034,BTI,"11,00","2,80","30,00","12,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","360,00",89,Rp1.765.080,Rp378.180,Rp1.133.973,Rp3.277.233,Rp1.170.440,"2,80","0,31","9,91","31,85",DEC
21-Jun,AW15,170D3,DED0016,ITI0020,ITI,"11,00","2,90","30,00","12,00","1,50","9,00","0,00","0,00","0,00","0,00","1,50","10,50","12,00","12,00","100,00","85,71","360,00",62,Rp1.454.796,Rp382.860,Rp1.194.696,Rp3.032.352,Rp1.045.639,"2,90","0,32","6,90","21,41",DED
21-Jun,AW15,169E,DEM0036,ITI0289,ITI,"11,00","1,31","30,00","13,00","1,00","7,00","0,00","0,00","0,00","2,00","2,00","8,00","12,00","12,00","100,00","70,00","180,00",92,Rp730.401,Rp375.496,Rp771.631,Rp1.877.528,Rp1.433.227,"1,31","0,19","13,14","70,23",DEM
21-Jun,AW15,173B,DEM0072,ITI0116,ITI,"22,00","4,50","30,00","11,00","3,00","15,00","0,00","0,00","0,00","0,00","6,00","18,00","24,00","24,00","100,00","83,33","516,00",117,Rp1.565.145,Rp851.550,Rp1.653.495,Rp4.070.190,Rp904.487,"4,50","0,30","7,80","26,00",DEM
21-Jun,AW15,175B2,DEM0074,ITI0167,ITI,"11,00","1,48","30,00","16,00","1,00","6,00","2,00","0,00","0,00","0,00","3,00","7,00","12,00","12,00","100,00","66,67","250,00",71,Rp626.058,Rp316.404,Rp661.398,Rp1.603.860,Rp1.083.689,"1,48","0,25","11,78","47,77",DEM
21-Jun,AW15,170A,SPC0127,ITI0120,ITI,"11,00","2,00","30,00","17,00","1,00","8,00","0,00","0,00","0,00","0,00","3,00","9,00","12,00","12,00","100,00","88,89","350,00",42,Rp1.865.792,Rp340.740,Rp1.313.024,Rp3.519.556,Rp1.759.778,"2,00","0,25","5,28","21,10",SPC
21-Jun,AW15,167I,SPC0190,ITI0145,ITI,"11,00","2,64","30,00","14,00","1,00","9,00","0,00","0,00","0,00","2,00","0,00","10,00","12,00","12,00","100,00","75,00","380,00",73,Rp2.099.016,Rp370.692,Rp1.477.152,Rp3.946.860,Rp1.495.023,"2,64","0,29","8,11","27,65",SPC
21-Jun,AW15,166F1,SPC0159,ITI0157,ITI,"11,00","2,35","30,00","15,00","1,00","8,00","1,00","0,00","0,00","2,00","0,00","9,00","12,00","12,00","100,00","66,67","344,00",46,Rp1.865.792,Rp357.120,Rp1.313.024,Rp3.535.936,Rp1.504.654,"2,35","0,29","5,75","19,57",SPC
21-Jun,AW15,174A1,SPC0208,ITI0182,ITI,"11,00","2,35","30,00","12,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","300,00",54,Rp2.099.016,Rp357.120,Rp1.477.152,Rp3.933.288,Rp1.673.740,"2,35","0,26","6,01","23,01",SPC
21-Jun,AW15,166D1,SPC0158,ITI0183,ITI,"10,08","2,40","30,00","17,00","1,00","9,00","1,00","0,00","0,00","0,00","0,00","10,00","11,00","11,00","100,00","81,82","410,00",59,Rp2.099.016,Rp359.460,Rp1.477.152,Rp3.935.628,Rp1.639.845,"2,40","0,27","6,60","24,75",SPC
21-Jun,AW15,169F,SPC0142,ITI0233,ITI,"11,00","2,50","30,00","11,00","2,00","7,00","1,00","0,00","0,00","2,00","0,00","9,00","12,00","12,00","100,00","58,33","280,00",53,Rp1.632.568,Rp364.140,Rp1.148.896,Rp3.145.604,Rp1.258.242,"2,50","0,36","7,57","21,20",SPC
21-Jun,AW15,171B3,SPC0102,ITI0235,ITI,"11,00","1,30","30,00","24,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","320,00",49,Rp2.099.016,Rp375.027,Rp1.477.152,Rp3.951.195,Rp3.039.381,"1,30","0,14","5,47","37,88",SPC
22-Jun,AW10,127N,DEC0042,ITI0241,ITI,"11,00","2,68","40,00","15,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","520,00",120,Rp1.961.200,Rp479.652,Rp1.259.970,Rp3.700.822,Rp1.380.904,"2,68","0,27","12,00","44,78",DEC
22-Jun,AW10,121A,DED0018,ITI0155,ITI,"22,00","3,36","40,00","15,00","0,00","12,00","0,00","0,00","0,00","0,00","12,00","12,00","24,00","24,00","100,00","100,00","480,00",110,Rp1.939.728,Rp722.094,Rp1.592.928,Rp4.254.750,Rp1.266.295,"3,36","0,28","9,17","32,74",DED
22-Jun,AW10,123P,DEM0040,ITI0152,ITI,"22,00","3,91","40,00","15,00","4,00","14,00","6,00","0,00","0,00","0,00","0,00","18,00","24,00","24,00","100,00","58,33","590,00",115,Rp1.460.802,Rp757.312,Rp1.543.262,Rp3.761.376,Rp961.989,"3,91","0,28","8,21","29,41",DEM
22-Jun,AW10,125F,SPE0013,ITI0169,ITI,"22,00","3,40","40,00","15,00","2,00","13,00","7,00","0,00","0,00","0,00","2,00","15,00","24,00","24,00","100,00","59,09","810,00",0,Rp2.080,Rp738.510,Rp3.983.304,Rp4.723.894,Rp1.389.381,"3,40","0,26","0,00","0,00",SPE
22-Jun,AW10,120K,SPC0220,ITI0237,ITI,"22,00","4,98","40,00","15,00","2,00","18,00","2,00","0,00","0,00","0,00","2,00","20,00","24,00","24,00","100,00","81,82","890,00",115,Rp4.198.032,Rp806.490,Rp2.954.304,Rp7.958.826,Rp1.598.158,"4,98","0,28","6,39","23,09",SPC
22-Jun,AW10,122F,SPC0207,ITI0273,ITI,"22,00","5,60","40,00","15,00","2,00","19,00","1,00","0,00","0,00","0,00","2,00","21,00","24,00","24,00","100,00","86,36","800,00",169,Rp4.431.256,Rp805.002,Rp3.118.432,Rp8.354.690,Rp1.491.909,"5,60","0,29","8,89","30,18",SPC
22-Jun,AW10,120L,SPC0221,ITI0286,ITI,"20,17","5,60","40,00","15,00","0,00","20,00","0,00","0,00","0,00","2,00","0,00","20,00","22,00","22,00","100,00","90,91","790,00",145,Rp4.664.480,Rp801.264,Rp3.282.560,Rp8.748.304,Rp1.562.197,"5,60","0,28","7,25","25,89",SPC
22-Jun,AW10,123Q,SPE0014,ITI0292,ITI,"22,00","5,56","40,00","15,00","3,00","20,00","1,00","0,00","0,00","0,00","0,00","23,00","24,00","24,00","100,00","83,33","1.050,00",0,Rp3.200,Rp798.714,Rp6.128.160,Rp6.930.074,Rp1.246.416,"5,56","0,28","0,00","0,00",SPE
22-Jun,AW11,137G,DEC0033,BTI0037,BTI,"11,00","0,81","40,00","18,00","9,00","3,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","25,00","158,00",33,Rp588.360,Rp337.759,Rp377.991,Rp1.304.110,Rp1.610.012,"0,81","0,27","11,00","40,74",DEC
22-Jun,AW11,142B,DEC0039,BTI0038,BTI,"11,00","0,78","40,00","18,00","9,00","3,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","25,00","150,00",38,Rp588.360,Rp336.886,Rp377.991,Rp1.303.237,Rp1.670.817,"0,78","0,26","12,67","48,72",DEC
22-Jun,AW11,131B,DEM0044,ITI0010,ITI,"11,00","2,28","40,00","20,00","0,10","7,90","4,00","0,00","0,00","0,00","0,00","8,00","12,00","12,00","100,00","65,83","320,00",86,Rp824.310,Rp463.392,Rp870.841,Rp2.158.543,Rp946.729,"2,28","0,29","10,89","37,72",DEM
22-Jun,AW11,129D,SPC0113,ITI0009,ITI,"22,00","4,94","40,00","19,00","3,00","18,00","3,00","0,00","0,00","0,00","0,00","21,00","24,00","24,00","100,00","75,00","777,00",125,Rp4.198.032,Rp780.402,Rp2.954.304,Rp7.932.738,Rp1.605.817,"4,94","0,27","6,94","25,30",SPC
22-Jun,AW11,141F,SPC0222,ITI0285,ITI,"21,08","5,60","40,00","15,00","1,00","20,00","0,00","0,00","0,00","2,00","0,00","21,00","23,00","23,00","100,00","86,96","800,00",145,Rp4.664.480,Rp801.264,Rp3.282.560,Rp8.748.304,Rp1.562.197,"5,60","0,28","7,25","25,89",SPC
22-Jun,AW11,124G,SPE0019,ITI0293,ITI,"22,00","4,66","40,00","19,50","3,00","18,00","1,00","0,00","0,00","0,00","2,00","21,00","24,00","24,00","100,00","81,82","733,00",0,Rp2.880,Rp768.145,Rp5.515.344,Rp6.286.369,Rp1.349.006,"4,66","0,26","0,00","0,00",SPE
22-Jun,AW13,156B,DED0021,ITI0035,ITI,"9,17","1,05","40,00","25,00","2,00","2,00","0,00","0,00","0,00","0,00","6,00","4,00","10,00","10,00","100,00","50,00","200,00",20,Rp323.288,Rp277.696,Rp265.488,Rp866.472,Rp825.211,"1,05","0,53","10,00","19,05",DED
22-Jun,AW13,149C,SPC0091,ITI0198,ITI,"11,00","1,00","30,00","20,00","1,00","4,00","0,00","0,00","0,00","0,00","7,00","5,00","12,00","12,00","100,00","80,00","180,00",26,Rp932.896,Rp424.910,Rp656.512,Rp2.014.318,Rp2.014.318,"1,00","0,25","6,50","26,00",SPC
22-Jun,AW14,165C1,DED0024,ITI0288,ITI,"11,00","0,50","30,00","12,00","1,00","1,50","0,00","0,00","0,00","4,50","5,00","2,50","12,00","12,00","100,00","21,43","60,00",15,Rp242.466,Rp262.540,Rp199.117,Rp704.123,Rp1.408.246,"0,50","0,33","10,00","30,00",DED
23-Jun,AW10,127E,DEC0042,ITI0241,ITI,"11,00","2,20","40,00","15,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","440,00",96,Rp1.961.200,Rp460.140,Rp1.259.970,Rp3.681.310,Rp1.673.323,"2,20","0,22","9,60","43,64",DEC
23-Jun,AW10,127N,DEC0042,ITI0241,ITI,"10,08","1,90","40,00","15,00","1,00","7,00","1,00","0,00","0,00","0,00","2,00","8,00","11,00","11,00","100,00","77,78","280,00",74,Rp1.372.840,Rp291.030,Rp881.979,Rp2.545.849,Rp1.339.921,"1,90","0,27","10,57","38,95",DEC
23-Jun,AW10,121A,DED0018,ITI0155,ITI,"22,00","3,92","40,00","15,00","3,00","14,00","1,00","0,00","0,00","0,00","6,00","17,00","24,00","24,00","100,00","77,78","540,00",110,Rp2.263.016,Rp767.496,Rp1.858.416,Rp4.888.928,Rp1.247.176,"3,92","0,28","7,86","28,06",DED
23-Jun,AW10,123P,DEM0040,ITI0152,ITI,"22,00","5,11","40,00","15,00","6,00","18,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","75,00","824,00",165,Rp1.878.174,Rp786.261,Rp1.984.194,Rp4.648.629,Rp909.712,"5,11","0,28","9,17","32,29",DEM
23-Jun,AW10,132G,DEM0047,ITI0114,ITI,"11,00","1,81","40,00","15,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","460,00",110,Rp1.043.430,Rp444.288,Rp1.102.330,Rp2.590.048,Rp1.430.966,"1,81","0,18","11,00","60,77",DEM
23-Jun,AW10,134D,SPC0140,ITI0136,ITI,"21,08","3,50","40,00","20,00","3,00","15,00","3,00","0,00","0,00","0,00","2,00","18,00","23,00","23,00","100,00","71,43","650,00",150,Rp3.498.360,Rp733.800,Rp2.461.920,Rp6.694.080,Rp1.912.594,"3,50","0,23","10,00","42,86",SPC
23-Jun,AW10,125G,SPE0013,ITI0169,ITI,"22,00","2,28","40,00","15,00","4,00","9,00","7,00","0,00","0,00","0,00","4,00","13,00","24,00","24,00","100,00","45,00","600,00",0,Rp1.440,Rp692.982,Rp2.757.672,Rp3.452.094,Rp1.514.076,"2,28","0,25","0,00","0,00",SPE
23-Jun,AW10,133D,SPC0115,ITI0179,ITI,"22,00","3,10","40,00","20,00","4,00","14,00","4,00","0,00","0,00","0,00","2,00","18,00","24,00","24,00","100,00","63,64","650,00",90,Rp3.265.136,Rp722.805,Rp2.297.792,Rp6.285.733,Rp2.027.656,"3,10","0,22","6,43","29,03",SPC
23-Jun,AW10,134F,SPC0117,ITI0179,ITI,"11,00","2,62","40,00","20,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","350,00",74,Rp2.332.240,Rp477.213,Rp1.641.280,Rp4.450.733,Rp1.698.753,"2,62","0,26","7,40","28,24",SPC
23-Jun,AW10,120K,SPC0220,ITI0237,ITI,"22,00","5,34","40,00","15,00","2,00","18,00","1,00","0,00","0,00","0,00","3,00","20,00","24,00","24,00","100,00","85,71","840,00",120,Rp4.198.032,Rp788.287,Rp2.954.304,Rp7.940.623,Rp1.487.008,"5,34","0,30","6,67","22,47",SPC
23-Jun,AW10,122F,SPC0207,ITI0273,ITI,"22,00","4,76","40,00","15,00","3,00","17,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","85,00","770,00",146,Rp3.964.808,Rp773.460,Rp2.790.176,Rp7.528.444,Rp1.581.606,"4,76","0,28","8,59","30,67",SPC
23-Jun,AW10,120C3,SPC0222,ITI0285,ITI,"21,08","5,04","40,00","15,00","1,00","18,00","0,00","0,00","0,00","4,00","0,00","19,00","23,00","23,00","100,00","78,26","730,00",115,Rp4.198.032,Rp800.088,Rp2.954.304,Rp7.952.424,Rp1.577.862,"5,04","0,28","6,39","22,82",SPC
23-Jun,AW10,120M,SPC0221,ITI0286,ITI,"20,17","5,04","40,00","15,00","0,00","18,00","0,00","0,00","0,00","4,00","0,00","18,00","22,00","22,00","100,00","81,82","740,00",130,Rp4.198.032,Rp800.088,Rp2.954.304,Rp7.952.424,Rp1.577.862,"5,04","0,28","7,22","25,79",SPC
23-Jun,AW10,123Q,SPE0014,ITI0292,ITI,"22,00","4,72","40,00","15,00","3,00","17,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","85,00","900,00",0,Rp2.720,Rp780.234,Rp5.208.936,Rp5.991.890,Rp1.269.468,"4,72","0,28","0,00","0,00",SPE
23-Jun,AW11,139J,SPC0188,BTI0028,BTI,"11,00","3,08","40,00","18,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","450,00",89,Rp2.565.464,Rp495.912,Rp1.805.408,Rp4.866.784,Rp1.580.125,"3,08","0,28","8,09","28,90",SPC
23-Jun,AW11,130B,DEM0038,BTI0054,BTI,"5,50","0,89","30,00","20,00","2,00","4,00","0,00","0,00","0,00","0,00","0,00","6,00","6,00","6,00","100,00","66,67","198,00",54,Rp417.372,Rp418.948,Rp440.932,Rp1.277.252,Rp1.435.115,"0,89","0,22","13,50","60,67",DEM
23-Jun,AW11,135C,DEC0044,ITI0011,ITI,"11,00","3,22","40,00","18,00","0,50","11,50","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","95,83","403,00",122,Rp2.255.380,Rp568.650,Rp1.448.966,Rp4.272.996,Rp1.327.017,"3,22","0,28","10,61","37,89",DEC
23-Jun,AW11,136B1,DEM0041,ITI0178,ITI,"11,00","1,68","40,00","18,00","1,00","6,00","0,00","0,00","0,00","0,00","5,00","7,00","12,00","12,00","100,00","85,71","270,00",63,Rp626.058,Rp439.002,Rp661.398,Rp1.726.458,Rp1.027.654,"1,68","0,28","10,50","37,50",DEM
23-Jun,AW11,131B,DEM0044,ITI0010,ITI,"22,00","3,62","40,00","20,00","1,50","13,50","3,00","0,00","0,00","0,00","6,00","15,00","24,00","24,00","100,00","75,00","570,00",145,Rp1.408.631,Rp752.610,Rp1.488.147,Rp3.649.388,Rp1.008.118,"3,62","0,27","10,74","40,06",DEM
23-Jun,AW11,129D,SPC0113,ITI0009,ITI,"22,00","5,21","40,00","18,50","2,00","19,00","1,00","0,00","0,00","0,00","2,00","21,00","24,00","24,00","100,00","86,36","763,00",125,Rp4.431.256,Rp790.501,Rp3.118.432,Rp8.340.189,Rp1.600.804,"5,21","0,27","6,58","23,99",SPC
23-Jun,AW11,135G,SPC0099,ITI0236,ITI,"11,00","3,08","40,00","18,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","420,00",91,Rp2.565.464,Rp562.960,Rp1.805.408,Rp4.933.832,Rp1.601.894,"3,08","0,28","8,27","29,55",SPC
23-Jun,AW11,124G,SPE0019,ITI0293,ITI,"22,00","4,20","40,00","21,00","2,00","16,00","1,00","0,00","0,00","0,00","5,00","18,00","24,00","24,00","100,00","84,21","685,00",0,Rp2.560,Rp758.745,Rp4.902.528,Rp5.663.833,Rp1.348.532,"4,20","0,26","0,00","0,00",SPE
23-Jun,AW12,145F1,SPC0093,BTI0029,BTI,"11,00","2,50","30,00","25,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","500,00",90,Rp2.332.240,Rp506.210,Rp1.641.280,Rp4.479.730,Rp1.791.892,"2,50","0,25","9,00","36,00",SPC
23-Jun,AW12,145M,DED0027,BTI0044,BTI,"11,00","3,11","40,00","23,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","550,00",110,Rp1.778.084,Rp497.133,Rp1.460.184,Rp3.735.401,Rp1.201.094,"3,11","0,28","10,00","35,37",DED
23-Jun,AW12,139M,SPC0094,BTI0059,BTI,"11,00","3,09","40,00","22,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","462,00",77,Rp2.565.464,Rp496.320,Rp1.805.408,Rp4.867.192,Rp1.575.143,"3,09","0,28","7,00","24,92",SPC
23-Jun,AW12,155G1,DEC0035,ITI0170,ITI,"11,00","3,05","40,00","18,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","380,00",90,Rp2.157.320,Rp494.694,Rp1.385.967,Rp4.037.981,Rp1.323.928,"3,05","0,28","8,18","29,51",DEC
23-Jun,AW12,144E,DED0023,ITI0181,ITI,"11,00","2,90","40,00","23,00","1,00","10,00","0,00","0,00","0,00","1,00","0,00","11,00","12,00","12,00","100,00","83,33","500,00",110,Rp1.616.440,Rp488.595,Rp1.327.440,Rp3.432.475,Rp1.183.612,"2,90","0,29","11,00","37,93",DED
23-Jun,AW12,145B,DEM0039,ITI0077,ITI,"11,00","2,24","40,00","20,00","1,00","8,00","1,00","0,00","0,00","2,00","0,00","9,00","12,00","12,00","100,00","66,67","400,00",62,Rp834.744,Rp461.766,Rp881.864,Rp2.178.374,Rp972.488,"2,24","0,28","7,75","27,68",DEM
23-Jun,AW12,157H,SPC0141,ITI0034,ITI,"11,00","2,30","40,00","19,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","470,00",120,Rp2.332.240,Rp464.205,Rp1.641.280,Rp4.437.725,Rp1.929.446,"2,30","0,23","12,00","52,17",SPC
23-Jun,AW12,145L,SPC0162,ITI0073,ITI,"11,00","1,52","30,00","20,00","1,00","7,00","4,00","0,00","0,00","0,00","0,00","8,00","12,00","12,00","100,00","58,33","410,00",70,Rp1.632.568,Rp453.094,Rp1.148.896,Rp3.234.558,Rp2.127.999,"1,52","0,22","10,00","46,05",SPC
23-Jun,AW12,147G,SPC0223,ITI0079,ITI,"11,00","3,00","40,00","18,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","320,00",110,Rp2.565.464,Rp492.660,Rp1.805.408,Rp4.863.532,Rp1.621.177,"3,00","0,27","10,00","36,67",SPC
23-Jun,AW12,156A1,SPC0137,ITI0084,ITI,"10,08","2,80","40,00","20,00","1,00","10,00","0,00","0,00","0,00","0,00","0,00","11,00","11,00","11,00","100,00","90,91","500,00",100,Rp2.332.240,Rp484.530,Rp1.641.280,Rp4.458.050,Rp1.592.161,"2,80","0,28","10,00","35,71",SPC
23-Jun,AW12,146C,SPC0218,ITI0153,ITI,"10,08","2,52","40,00","20,00","1,00","9,00","1,00","0,00","0,00","0,00","0,00","10,00","11,00","11,00","100,00","81,82","450,00",90,Rp2.099.016,Rp473.148,Rp1.477.152,Rp4.049.316,Rp1.606.871,"2,52","0,28","10,00","35,71",SPC
23-Jun,AW12,146A,SPC0126,ITI0180,ITI,"11,00","3,00","40,00","18,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","460,00",110,Rp2.565.464,Rp492.660,Rp1.805.408,Rp4.863.532,Rp1.621.177,"3,00","0,27","10,00","36,67",SPC
23-Jun,AW12,157B1,SPC0090,ITI0291,ITI,"11,00","2,30","40,00","19,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","400,00",95,Rp2.332.240,Rp464.205,Rp1.641.280,Rp4.437.725,Rp1.929.446,"2,30","0,23","9,50","41,30",SPC
24-Jun,AW10,127E,DEC0042,ITI0241,ITI,"10,54","1,80","40,00","15,00","1,00","8,00","0,50","0,00","0,00","0,00","2,00","9,00","11,50","11,50","100,00","84,21","360,00",60,Rp1.568.960,Rp366.567,Rp1.007.976,Rp2.943.503,Rp1.635.279,"1,80","0,23","7,50","33,33",DEC
24-Jun,AW10,127D,DEC0042,ITI0241,ITI,"10,54","2,60","40,00","19,00","1,00","10,00","0,50","0,00","0,00","0,00","0,00","11,00","11,50","11,50","100,00","86,96","450,00",100,Rp1.961.200,Rp460.800,Rp1.259.970,Rp3.681.970,Rp1.416.142,"2,60","0,26","10,00","38,46",DEC
24-Jun,AW10,121A,DED0018,ITI0155,ITI,"21,08","5,88","40,00","15,00","0,00","21,00","0,00","0,00","0,00","0,00","2,00","21,00","23,00","23,00","100,00","100,00","850,00",165,Rp3.394.524,Rp807.732,Rp2.787.624,Rp6.989.880,Rp1.188.755,"5,88","0,28","7,86","28,06",DED
24-Jun,AW10,123P,DEM0040,ITI0152,ITI,"18,33","4,60","40,00","16,50","4,00","16,00","0,00","0,00","0,00","0,00","0,00","20,00","20,00","20,00","100,00","80,00","720,00",120,Rp1.669.488,Rp770.442,Rp1.763.728,Rp4.203.658,Rp913.839,"4,60","0,29","7,50","26,09",DEM
24-Jun,AW10,132G,DEM0047,ITI0114,ITI,"20,63","3,70","40,00","15,00","2,00","17,00","1,50","0,00","0,00","0,00","2,00","19,00","22,50","22,50","100,00","82,93","870,00",184,Rp1.773.831,Rp802.558,Rp1.873.961,Rp4.450.350,Rp1.202.797,"3,70","0,22","10,82","49,73",DEM
24-Jun,AW10,134B,SPC0140,ITI0136,ITI,"22,00","4,05","40,00","20,00","3,00","18,00","3,00","0,00","0,00","0,00","0,00","21,00","24,00","24,00","100,00","75,00","900,00",200,Rp4.198.032,Rp750.894,Rp2.954.304,Rp7.903.230,Rp1.951.415,"4,05","0,23","11,11","49,38",SPC
24-Jun,AW10,125G,SPE0013,ITI0169,ITI,"22,00","3,42","40,00","15,00","2,00","13,00","7,00","0,00","0,00","0,00","2,00","15,00","24,00","24,00","100,00","59,09","830,00",0,Rp2.080,Rp731.428,Rp3.983.304,Rp4.716.812,Rp1.379.185,"3,42","0,26","0,00","0,00",SPE
24-Jun,AW10,133D,SPC0115,ITI0179,ITI,"22,00","3,80","40,00","20,00","3,00","18,00","3,00","0,00","0,00","0,00","0,00","21,00","24,00","24,00","100,00","75,00","760,00",130,Rp4.198.032,Rp737.220,Rp2.954.304,Rp7.889.556,Rp2.076.199,"3,80","0,21","7,22","34,21",SPC
24-Jun,AW10,134F,SPC0117,ITI0197,ITI,"11,00","2,36","40,00","20,00","1,00","7,50","0,00","0,00","0,00","0,00","3,50","8,50","12,00","12,00","100,00","88,24","320,00",55,Rp1.749.180,Rp301.656,Rp1.230.962,Rp3.281.798,Rp1.390.592,"2,36","0,31","7,33","23,31",SPC
24-Jun,AW10,134F,SPC0117,ITI0179,ITI,"11,00","3,21","40,00","20,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","450,00",75,Rp2.565.464,Rp501.198,Rp1.805.408,Rp4.872.070,Rp1.517.779,"3,21","0,29","6,82","23,36",SPC
24-Jun,AW10,120G,SPC0220,ITI0237,ITI,"22,00","5,66","40,00","15,00","2,00","20,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","90,91","890,00",135,Rp4.664.480,Rp802.650,Rp3.282.560,Rp8.749.690,Rp1.545.882,"5,66","0,28","6,75","23,85",SPC
24-Jun,AW10,122B,SPC0207,ITI0273,ITI,"22,00","5,88","40,00","15,00","1,00","21,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","95,45","900,00",181,Rp4.897.704,Rp807.732,Rp3.446.688,Rp9.152.124,Rp1.556.484,"5,88","0,28","8,62","30,78",SPC
24-Jun,AW10,120C3,SPC0222,ITI0285,ITI,"22,00","5,60","40,00","15,00","2,00","20,00","0,00","0,00","0,00","2,00","0,00","22,00","24,00","24,00","100,00","83,33","1.120,00",125,Rp4.664.480,Rp801.264,Rp3.282.560,Rp8.748.304,Rp1.562.197,"5,60","0,28","6,25","22,32",SPC
24-Jun,AW10,120M,SPC0221,ITI0286,ITI,"20,17","5,60","40,00","15,00","0,00","20,00","0,00","0,00","0,00","2,00","0,00","20,00","22,00","22,00","100,00","90,91","730,00",145,Rp4.664.480,Rp801.264,Rp3.282.560,Rp8.748.304,Rp1.562.197,"5,60","0,28","7,25","25,89",SPC
24-Jun,AW10,123Q,SPE0014,ITI0292,ITI,"22,00","5,52","40,00","15,00","4,00","20,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","83,33","990,00",0,Rp3.200,Rp798.012,Rp6.128.160,Rp6.929.372,Rp1.255.321,"5,52","0,28","0,00","0,00",SPE
24-Jun,AW11,139J,SPC0188,BTI0028,BTI,"22,00","5,60","40,00","16,50","2,00","20,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","90,91","800,00",160,Rp4.664.480,Rp816.384,Rp3.282.560,Rp8.763.424,Rp1.564.897,"5,60","0,28","8,00","28,57",SPC
24-Jun,AW11,137A,DEC0033,BTI0037,BTI,"11,00","1,30","40,00","18,00","4,00","8,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","66,67","270,00",116,Rp1.568.960,Rp325.199,Rp1.007.976,Rp2.902.135,Rp2.232.412,"1,30","0,16","14,50","89,23",DEC
24-Jun,AW11,137A,DEC0033,BTI0035,BTI,"11,00","1,30","40,00","18,00","4,00","8,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","66,67","350,00",116,Rp1.568.960,Rp423.555,Rp1.007.976,Rp3.000.491,Rp2.308.070,"1,30","0,16","14,50","89,23",DEC
24-Jun,AW11,138F,SPC0114,BTI0035,BTI,"22,00","4,60","30,00","20,00","4,00","20,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","83,33","800,00",159,Rp4.664.480,Rp885.387,Rp3.282.560,Rp8.832.427,Rp1.920.093,"4,60","0,23","7,95","34,57",SPC
